geocoded_address,event_date,year,CSA2010
"1700 N SPRING ST, BALTIMORE, MD, 21213",4/17/12,2012,Greenmount East
"3200 BELAIR ROAD, MD, 21213",4/18/12,2012,Belair-Edison
"x=-76.554679, y=39.344563",4/23/12,2012,Hamilton
"2700 BOARMAN AVE, MD, 21215",4/23/12,2012,Southern Park Heights
"1500 W NORTH AVE, BALTIMORE, MD, 21217",4/23/12,2012,Penn North/Reservoir Hill
"4100 NORFOLK AVE, BALTIMORE, MD, 21216",4/24/12,2012,Forest Park/Walbrook
"400 W SARATOGA ST, BALTIMORE, MD, 21201",4/27/12,2012,Downtown/Seton Hill
"3400 RAVENWOOD AVE, BALTIMORE, MD, 21213",4/28/12,2012,Belair-Edison
"4100 ALTO ROAD, BALTIMORE, MD, 21216",5/5/12,2012,Forest Park/Walbrook
"400 CUMMINGS ST, BALTIMORE, MD, 21240",5/6/12,2012,Upton/Druid Heights
"3000 OAKLEY AVE, BALTIMORE, MD, 21215",5/6/12,2012,Pimlico/Arlington/Hilltop
"600 N EUTAW ST, BALTIMORE, MD, 21201",5/8/12,2012,Downtown/Seton Hill
"3400 PIEDMONT AVE, BALTIMORE, MD, 21216",5/8/12,2012,Forest Park/Walbrook
"1100 E 20TH ST, BALTIMORE, MD, 21218",5/8/12,2012,Midway/Coldstream
"300 WHITRIDGE AVE, BALTIMORE, MD, 21218",5/9/12,2012,Greater Charles Village/Barclay
"400 W FRANKLIN ST, BALTIMORE, MD, 21201",5/13/12,2012,Downtown/Seton Hill
"1600 E 32ND ST, BALTIMORE, MD, 21218",5/13/12,2012,Midway/Coldstream
"1500 GOUGH ST, MD, 21231",5/13/12,2012,Harbor East/Little Italy
"1100 N MILTON AVE, BALTIMORE, MD, 21213",5/14/12,2012,Clifton-Berea
"2000 FREDERICK AVE, BALTIMORE, MD, 21223",5/16/12,2012,Southwest Baltimore
"2600 MATHEWS ST, BALTIMORE, MD, 21218",5/17/12,2012,The Waverlies
"1400 LIMIT AVE, BALTIMORE, MD, 21239",5/20/12,2012,Loch Raven
"600 N CAREY ST, BALTIMORE, MD, 21217",5/22/12,2012,Sandtown-Winchester/Harlem Park
"3300 WESTERWALD AVE, BALTIMORE, MD, 21218",5/23/12,2012,The Waverlies
"4600 YORK ROAD, BALTIMORE, MD, 21212",5/24/12,2012,North Baltimore/Guilford/Homeland
"2600 E PRESTON ST, BALTIMORE, MD, 21213",5/24/12,2012,Clifton-Berea
"2500 W FAYETTE ST, BALTIMORE, MD, 21223",5/25/12,2012,Southwest Baltimore
"600 PITCHER ST, MD, 21217",5/26/12,2012,Upton/Druid Heights
"2500 N EDGECOMBE CIR, BALTIMORE, MD, 21215",5/26/12,2012,Southern Park Heights
"3100 HAMILTON AVE, BALTIMORE, MD, 21214",5/28/12,2012,Hamilton
"1600 E COLD SPRING LN, BALTIMORE, MD, 21218",5/28/12,2012,Northwood
"1200 WOODBOURNE AVE, BALTIMORE, MD, 21239",5/28/12,2012,Chinquapin Park/Belvedere
"1100 MYRTLE AVE, MD, 21201",5/29/12,2012,Upton/Druid Heights
"3000 E PRESTON ST, BALTIMORE, MD, 21213",5/31/12,2012,Clifton-Berea
"1401 E FAYETTE ST, BALTIMORE, MD, 21231",6/2/12,2012,Harbor East/Little Italy
"1200 E LAFAYETTE AVE, BALTIMORE, MD, 21202",6/2/12,2012,Greenmount East
"3100 VIRGINIA AVE, BALTIMORE, MD, 21215",6/3/12,2012,Southern Park Heights
"5500 BELAIR ROAD, BALTIMORE, MD, 21206",6/4/12,2012,Hamilton
"3400 E LOMBARD ST, BALTIMORE, MD, 21224",6/4/12,2012,Highlandtown
"4400 PALL MALL ROAD, MD, 21215",6/5/12,2012,Southern Park Heights
"4400 PALL MALL ROAD, MD, 21215",6/5/12,2012,Southern Park Heights
"3600 BEEHLER AVE, MD, 21215",6/6/12,2012,Pimlico/Arlington/Hilltop
"400 21ST ST, MD, 21218",6/8/12,2012,Greater Charles Village/Barclay
"2600 PATAPSCO AVE, MD, 21230",6/11/12,2012,Westport/Mount Winans/Lakeland
"800 STRICKER ST, MD, 21217",6/14/12,2012,Sandtown-Winchester/Harlem Park
"2100 W PRATT ST, BALTIMORE, MD, 21223",6/19/12,2012,Southwest Baltimore
"4000 BOARMAN AVE, BALTIMORE, MD, 21215",6/20/12,2012,Dorchester/Ashburton
"1000 CENTRAL AVE, MD, 21202",6/24/12,2012,Greenmount East
"4600 NORFOLK AVE, BALTIMORE, MD, 21216",6/26/12,2012,Forest Park/Walbrook
"2100 DENISON ST, BALTIMORE, MD, 21216",6/29/12,2012,Forest Park/Walbrook
"1400 PRESTON ST, MD, 21213",7/3/12,2012,Greenmount East
"2300 EUTAW PL, BALTIMORE, MD, 21217",7/5/12,2012,Penn North/Reservoir Hill
"400 LAURENS ST, MD, 21217",7/9/12,2012,Upton/Druid Heights
"3400 RAVENWOOD AVE, BALTIMORE, MD, 21213",7/9/12,2012,Belair-Edison
"3200 SPAULDING AVE, MD, 21215",7/9/12,2012,Pimlico/Arlington/Hilltop
"1000 LEADENHALL ST, BALTIMORE, MD, 21230",7/9/12,2012,Inner Harbor/Federal Hill
"4100 W FOREST PARK AVE, BALTIMORE, MD, 21207",7/10/12,2012,Dorchester/Ashburton
"5500 LOTHIAN ROAD, BALTIMORE, MD, 21212",7/16/12,2012,Chinquapin Park/Belvedere
"4300 6TH ST, MD, 21225",7/17/12,2012,Brooklyn/Curtis Bay/Hawkins Point
"1500 MCKEAN AVE, MD, 21217",7/23/12,2012,Sandtown-Winchester/Harlem Park
"1600 N SMALLWOOD ST, BALTIMORE, MD, 21216",7/26/12,2012,Greater Rosemont
"1000 EVESHAM AVE, BALTIMORE, MD, 21212",7/26/12,2012,Chinquapin Park/Belvedere
"1200 N CAROLINE ST, BALTIMORE, MD, 21213",7/27/12,2012,Greenmount East
"5900 EURITH AVE, BALTIMORE, MD, 21206",7/28/12,2012,Cedonia/Frankford
"1400 POPLAR GROVE ST, BALTIMORE, MD, 21216",7/28/12,2012,Greater Rosemont
"1800 W NORTH AVE, BALTIMORE, MD, 21217",7/30/12,2012,Greater Mondawmin
"2500 FREDERICK AVE, BALTIMORE, MD, 21223",7/31/12,2012,Southwest Baltimore
"1201 POPLAR GROVE ST, BALTIMORE, MD, 21216",8/1/12,2012,Greater Rosemont
"4400 PARKTON ST, BALTIMORE, MD, 21229",8/2/12,2012,Allendale/Irvington/S. Hilton
"3000 ROSEDALE CT, MD, 21216",8/3/12,2012,Greater Rosemont
"5100 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",8/4/12,2012,Glen-Fallstaff
"3000 W GARRISON AVE, BALTIMORE, MD, 21215",8/4/12,2012,Pimlico/Arlington/Hilltop
"2700 GILES ROAD, BALTIMORE, MD, 21225",8/6/12,2012,Cherry Hill
"9 E CHASE ST, BALTIMORE, MD, 21202",8/10/12,2012,Midtown
"3300 GARRISON BLVD, BALTIMORE, MD, 21216",8/12/12,2012,Dorchester/Ashburton
"600 LINNARD ST, BALTIMORE, MD, 21229",8/16/12,2012,Edmondson Village
"600 LINNARD ST, BALTIMORE, MD, 21229",8/16/12,2012,Edmondson Village
"4200 HAMILTON AVE, MD, 21206",8/17/12,2012,Cedonia/Frankford
"4200 HAMILTON AVE, MD, 21206",8/17/12,2012,Cedonia/Frankford
"3200 WALBROOK AVE, BALTIMORE, MD, 21216",8/19/12,2012,Greater Rosemont
"1900 WALBROOK AVE, BALTIMORE, MD, 21217",8/20/12,2012,Greater Mondawmin
"1700 COLE ST, MD, 21223",8/21/12,2012,Southwest Baltimore
"1700 CAREY ST, MD, 21217",8/22/12,2012,Sandtown-Winchester/Harlem Park
"1 N ATHOL AVE, BALTIMORE, MD, 21229",8/23/12,2012,Allendale/Irvington/S. Hilton
"600 BRISBANE ROAD, BALTIMORE, MD, 21229",8/24/12,2012,Beechfield/Ten Hills/West Hills
"100 29TH ST, MD, 21218",8/24/12,2012,Greater Charles Village/Barclay
"2900 ROCKROSE AVE, BALTIMORE, MD, 21215",8/30/12,2012,Southern Park Heights
"1300 LAKEWOOD AVE, MD, 21213",9/1/12,2012,Clifton-Berea
"4801 THE ALAMEDA, BALTIMORE, MD, 21239",9/2/12,2012,Northwood
"5600 FRANKFORD AVE, BALTIMORE, MD, 21206",9/3/12,2012,Cedonia/Frankford
"2700 BERYL AVE, BALTIMORE, MD, 21205",9/3/12,2012,Clifton-Berea
"2600 BOONE ST, BALTIMORE, MD, 21218",9/3/12,2012,The Waverlies
"200 S EATON ST, BALTIMORE, MD, 21224",9/3/12,2012,Highlandtown
"5400 SEWARD AVE, BALTIMORE, MD, 21206",9/4/12,2012,Cedonia/Frankford
"1400 HOLBROOK ST, BALTIMORE, MD, 21202",9/6/12,2012,Greenmount East
"300 GOLD ST, MD, 21217",9/8/12,2012,Upton/Druid Heights
"2600 KENT ST, MD, 21230",9/8/12,2012,Westport/Mount Winans/Lakeland
"500 COVENTRY ROAD, BALTIMORE, MD, 21229",9/15/12,2012,Beechfield/Ten Hills/West Hills
"2800 CHESTERFIELD AVE, MD, 21213",9/17/12,2012,Belair-Edison
"x=-76.606158, y=39.294678",9/18/12,2012,Oldtown/Middle East
"1700 PRESBURY ST, BALTIMORE, MD, 21217",9/20/12,2012,Sandtown-Winchester/Harlem Park
"2700 W NORTH AVE, BALTIMORE, MD, 21216",9/21/12,2012,Greater Rosemont
"3919 OLD YORK ROAD, MD, 21218",9/22/12,2012,Greater Govans
"2800 CHESTERFIELD AVE, MD, 21213",9/23/12,2012,Belair-Edison
"2700 MURA ST, BALTIMORE, MD, 21213",9/23/12,2012,Clifton-Berea
"200 PULASKI ST, MD, 21223",9/24/12,2012,Southwest Baltimore
"1 N LINWOOD AVE, BALTIMORE, MD, 21224",9/24/12,2012,Patterson Park North & East
"2100 CLIFTWOOD AVE, BALTIMORE, MD, 21213",9/25/12,2012,Clifton-Berea
"1800 MOSHER ST, BALTIMORE, MD, 21217",9/25/12,2012,Sandtown-Winchester/Harlem Park
"3600 OLD YORK ROAD, BALTIMORE, MD, 21218",9/26/12,2012,The Waverlies
"300 S AUGUSTA AVE, BALTIMORE, MD, 21229",9/27/12,2012,Allendale/Irvington/S. Hilton
"100 REEDBIRD AVE, MD, 21225",9/27/12,2012,Cherry Hill
"600 N BELNORD AVE, BALTIMORE, MD, 21205",9/30/12,2012,Madison/East End
"2800 QUANTICO AVE, BALTIMORE, MD, 21215",10/1/12,2012,Southern Park Heights
"200 N FULTON AVE, BALTIMORE, MD, 21223",10/3/12,2012,Southwest Baltimore
"1800 E LANVALE ST, BALTIMORE, MD, 21213",10/3/12,2012,Greenmount East
"6300 FAIRLAWN AVE, MD, 21215",10/7/12,2012,Glen-Fallstaff
"3918 OLD YORK ROAD, BALTIMORE, MD, 21218",10/8/12,2012,Greater Govans
"2300 N CHARLES ST, BALTIMORE, MD, 21218",10/11/12,2012,Greater Charles Village/Barclay
"300 E 26TH ST, BALTIMORE, MD, 21218",10/12/12,2012,Greater Charles Village/Barclay
"3000 E BALTIMORE ST, BALTIMORE, MD, 21224",10/14/12,2012,Patterson Park North & East
"3100 GARRISON BLVD, BALTIMORE, MD, 21216",10/20/12,2012,Forest Park/Walbrook
"2500 E HOFFMAN ST, BALTIMORE, MD, 21213",10/20/12,2012,Clifton-Berea
"2900 MALLVIEW ROAD, BALTIMORE, MD, 21230",10/24/12,2012,Westport/Mount Winans/Lakeland
"1400 PRESTON ST, MD, 21213",10/24/12,2012,Greenmount East
"2200 ANNAPOLIS ROAD, BALTIMORE, MD, 21230",10/25/12,2012,Westport/Mount Winans/Lakeland
"6000 MARJORIE LN, BALTIMORE, MD, 21212",10/31/12,2012,Chinquapin Park/Belvedere
"5300 CARRIAGE CT, MD, 21229",10/31/12,2012,Beechfield/Ten Hills/West Hills
"1100 HOMEWOOD AVE, BALTIMORE, MD, 21202",10/31/12,2012,Greenmount East
"2600 E MONUMENT ST, BALTIMORE, MD, 21205",11/1/12,2012,Madison/East End
"600 N LAKEWOOD AVE, BALTIMORE, MD, 21205",11/3/12,2012,Madison/East End
"1200 LINWORTH AVE, BALTIMORE, MD, 21239",11/3/12,2012,Northwood
"3100 ARTABAN PL, MD, 21216",11/4/12,2012,Greater Mondawmin
"1200 WASHINGTON BLVD, BALTIMORE, MD, 21230",11/5/12,2012,Washington Village/Pigtown
"2948 FREDERICK AVE, MD, 21223",11/6/12,2012,Allendale/Irvington/S. Hilton
"5100 GOODNOW ROAD, BALTIMORE, MD, 21206",11/9/12,2012,Cedonia/Frankford
"1800 RUTLAND AVE, BALTIMORE, MD, 21213",11/12/12,2012,Greenmount East
"2500 W LAFAYETTE AVE, BALTIMORE, MD, 21216",11/13/12,2012,Greater Rosemont
"2500 W LAFAYETTE AVE, BALTIMORE, MD, 21216",11/13/12,2012,Greater Rosemont
"2800 FENWICK AVE, MD, 21218",11/14/12,2012,Midway/Coldstream
"3000 ELGIN AVE, BALTIMORE, MD, 21216",11/16/12,2012,Greater Mondawmin
"3900 WOODHAVEN AVE, MD, 21216",11/18/12,2012,Forest Park/Walbrook
"2700 GREENMOUNT AVE, BALTIMORE, MD, 21218",11/20/12,2012,Greater Charles Village/Barclay
"2800 BOARMAN AVE, BALTIMORE, MD, 21215",11/21/12,2012,Southern Park Heights
"2000 N FOREST PARK AVE, BALTIMORE, MD, 21207",11/22/12,2012,Dickeyville/Franklintown
"1300 LAURENS ST, BALTIMORE, MD, 21217",11/24/12,2012,Sandtown-Winchester/Harlem Park
"500 N CALHOUN ST, BALTIMORE, MD, 21223",11/25/12,2012,Sandtown-Winchester/Harlem Park
"2200 BARCLAY ST, MD, 21218",11/25/12,2012,Greater Charles Village/Barclay
"300 E 22ND ST, BALTIMORE, MD, 21218",11/26/12,2012,Greater Charles Village/Barclay
"400 DUNCAN ST, MD, 21231",12/1/12,2012,Patterson Park North & East
"1400 BROENING HWY, BALTIMORE, MD, 21224",12/2/12,2012,Southeastern
"5300 FRANKFORD AVE, MD, 21206",12/6/12,2012,Cedonia/Frankford
"2300 WESTWOOD AVE, MD, 21216",12/7/12,2012,Greater Rosemont
"1800 N FULTON AVE, BALTIMORE, MD, 21217",12/7/12,2012,Sandtown-Winchester/Harlem Park
"800 BROOKS LANE, MD, 21217",12/8/12,2012,Penn North/Reservoir Hill
"1500 SHIELDS PL, MD, 21217",12/10/12,2012,Upton/Druid Heights
"3200 LYNDHURST AVE, MD, 21216",12/13/12,2012,Forest Park/Walbrook
"1000 MADISON AVE, BALTIMORE, MD, 21240",12/15/12,2012,Upton/Druid Heights
"2800 WINWOOD CT, BALTIMORE, MD, 21225",12/16/12,2012,Cherry Hill
"1700 GWYNNS FALLS PKWY, BALTIMORE, MD, 21217",12/17/12,2012,Penn North/Reservoir Hill
"200 ATHOLGATE LANE, MD, 21229",12/20/12,2012,Beechfield/Ten Hills/West Hills
"1100 WEBB CT, BALTIMORE, MD, 21201",12/24/12,2012,Oldtown/Middle East
"2500 WOODBROOK AVE, BALTIMORE, MD, 21217",12/28/12,2012,Penn North/Reservoir Hill
"5600 SAGRA ROAD, BALTIMORE, MD, 21239",1/3/13,2013,Loch Raven
"5400 YORK ROAD, BALTIMORE, MD, 21212",1/11/13,2013,North Baltimore/Guilford/Homeland
"500 E PATAPSCO AVE, BALTIMORE, MD, 21225",1/11/13,2013,Brooklyn/Curtis Bay/Hawkins Point
"2300 W LANVALE ST, BALTIMORE, MD, 21216",1/11/13,2013,Greater Rosemont
"200 N FRANKLINTOWN ROAD, BALTIMORE, MD, 21223",1/12/13,2013,Southwest Baltimore
"2100 E NORTH AVE, BALTIMORE, MD, 21213",1/13/13,2013,Clifton-Berea
"3900 MULBERRY ST, MD, 21229",1/14/13,2013,Allendale/Irvington/S. Hilton
"3800 OLD FREDERICK ROAD, BALTIMORE, MD, 21229",1/16/13,2013,Allendale/Irvington/S. Hilton
"300 E NORTH AVE, BALTIMORE, MD, 21202",1/19/13,2013,Greater Charles Village/Barclay
"600 N MILTON AVE, BALTIMORE, MD, 21205",1/22/13,2013,Madison/East End
"400 PARKSLEY AVE, MD, 21223",1/27/13,2013,Allendale/Irvington/S. Hilton
"1500 STONEWOOD ROAD, BALTIMORE, MD, 21239",1/28/13,2013,Northwood
"2600 SOUTHERN AVE, BALTIMORE, MD, 21214",1/29/13,2013,Lauraville
"4600 LAUREL AVE, MD, 21215",1/30/13,2013,Southern Park Heights
"100 N BENTALOU ST, BALTIMORE, MD, 21223",2/1/13,2013,Southwest Baltimore
"3400 REISTERSTOWN ROAD, MD, 21215",2/2/13,2013,Southern Park Heights
"1600 MCKEAN AVE, BALTIMORE, MD, 21217",2/3/13,2013,Sandtown-Winchester/Harlem Park
"1 N WHEELER AVE, BALTIMORE, MD, 21223",2/3/13,2013,Southwest Baltimore
"200 W FAYETTE ST, BALTIMORE, MD, 21201",2/4/13,2013,Downtown/Seton Hill
"1 HOWARD ST, MD, 21201",2/5/13,2013,Downtown/Seton Hill
"5700 HIGHGATE DR, MD, 21215",2/8/13,2013,Glen-Fallstaff
"1100 N STRICKER ST, BALTIMORE, MD, 21217",2/11/13,2013,Sandtown-Winchester/Harlem Park
"4300 ADELLE TERR, MD, 21229",2/18/13,2013,Allendale/Irvington/S. Hilton
"3900 FRISBY ST, MD, 21218",2/19/13,2013,Greater Govans
"500 N FREMONT AVE, BALTIMORE, MD, 21201",2/21/13,2013,Sandtown-Winchester/Harlem Park
"1800 CLIFTON AVE, BALTIMORE, MD, 21217",2/22/13,2013,Greater Mondawmin
"1800 CLIFTON AVE, BALTIMORE, MD, 21217",2/22/13,2013,Greater Mondawmin
"1700 MONTPELIER ST, BALTIMORE, MD, 21218",2/24/13,2013,Midway/Coldstream
"1700 MONTPELIER ST, BALTIMORE, MD, 21218",2/24/13,2013,Midway/Coldstream
"300 E 22 1/2 ST, BALTIMORE, MD, 21218",3/2/13,2013,Greater Charles Village/Barclay
"1800 PRESBURY ST, BALTIMORE, MD, 21217",3/2/13,2013,Sandtown-Winchester/Harlem Park
"1100 BARCLAY ST, BALTIMORE, MD, 21202",3/2/13,2013,Greenmount East
"3100 MILFORD AVE, BALTIMORE, MD, 21207",3/3/13,2013,Howard Park/West Arlington
"1900 WALBROOK AVE, BALTIMORE, MD, 21217",3/3/13,2013,Greater Mondawmin
"2900 MOSHER ST, BALTIMORE, MD, 21216",3/4/13,2013,Greater Rosemont
"600 S FULTON AVE, BALTIMORE, MD, 21223",3/8/13,2013,Southwest Baltimore
"2600 WEGWORTH LN, BALTIMORE, MD, 21230",3/14/13,2013,Westport/Mount Winans/Lakeland
"600 FALLSWAY, MD, 21202",3/17/13,2013,Oldtown/Middle East
"3700 MANCHESTER AVE, BALTIMORE, MD, 21215",3/17/13,2013,Pimlico/Arlington/Hilltop
"1800 RUXTON AVE, BALTIMORE, MD, 21216",3/17/13,2013,Greater Rosemont
"3000 WINDSOR AVE, BALTIMORE, MD, 21216",3/18/13,2013,Greater Mondawmin
"2700 FOX ST, MD, 21211",3/18/13,2013,Medfield/Hampden/Woodberry/Remington
"300 WILSON ST, MD, 21217",3/19/13,2013,Upton/Druid Heights
"2200 N FULTON AVE, BALTIMORE, MD, 21217",3/19/13,2013,Penn North/Reservoir Hill
"2200 N FULTON AVE, BALTIMORE, MD, 21217",3/19/13,2013,Penn North/Reservoir Hill
"2200 N FULTON AVE, BALTIMORE, MD, 21217",3/19/13,2013,Penn North/Reservoir Hill
"1300 CARROLL ST, BALTIMORE, MD, 21230",3/28/13,2013,Washington Village/Pigtown
"x=-76.600278, y=39.309393",3/29/13,2013,Greenmount East
"1600 E 29TH ST, BALTIMORE, MD, 21218",3/31/13,2013,Midway/Coldstream
"5600 MIDWOOD AVE, BALTIMORE, MD, 21212",4/1/13,2013,Chinquapin Park/Belvedere
"1900 N BENTALOU ST, BALTIMORE, MD, 21216",4/1/13,2013,Greater Mondawmin
"2200 BARCLAY ST, MD, 21218",4/3/13,2013,Greater Charles Village/Barclay
"3600 OLD YORK ROAD, BALTIMORE, MD, 21218",4/5/13,2013,The Waverlies
"400 E PRATT ST, BALTIMORE, MD, 21202",4/7/13,2013,Downtown/Seton Hill
"4100 GROVELAND AVE, BALTIMORE, MD, 21215",4/8/13,2013,Howard Park/West Arlington
"300 S PAYSON ST, BALTIMORE, MD, 21223",4/8/13,2013,Southwest Baltimore
"x=-76.588313, y=39.223744",4/9/13,2013,Brooklyn/Curtis Bay/Hawkins Point
"800 VINE ST, MD, 21201",4/10/13,2013,Poppleton/The Terraces/Hollins Market
"2700 KINSEY AVE, MD, 21223",4/12/13,2013,Southwest Baltimore
"3800 CLIFTON AVE, BALTIMORE, MD, 21216",4/16/13,2013,Forest Park/Walbrook
"1700 HOMESTEAD ST, BALTIMORE, MD, 21218",4/17/13,2013,Midway/Coldstream
"400 PRESSTMAN ST, MD, 21217",4/19/13,2013,Upton/Druid Heights
"2700 JEFFERSON ST, BALTIMORE, MD, 21205",4/19/13,2013,Madison/East End
"1 TRENTON ST, MD, 21201",4/20/13,2013,Midtown
"4000 RIDGECROFT ROAD, BALTIMORE, MD, 21206",4/25/13,2013,Lauraville
"3100 PELHAM AVE, BALTIMORE, MD, 21213",4/25/13,2013,Belair-Edison
"2800 ERDMAN AVE, BALTIMORE, MD, 21213",4/28/13,2013,Belair-Edison
"100 FREMONT AVE, MD, 21201",4/29/13,2013,Poppleton/The Terraces/Hollins Market
"1200 WALTERS AVE, BALTIMORE, MD, 21239",4/30/13,2013,Loch Raven
"600 COKESBURY AVE, MD, 21218",5/2/13,2013,Midway/Coldstream
"2900 E MONUMENT ST, BALTIMORE, MD, 21205",5/5/13,2013,Madison/East End
"200 E 22ND ST, BALTIMORE, MD, 21218",5/7/13,2013,Greater Charles Village/Barclay
"1100 PARRISH ST, MD, 21217",5/7/13,2013,Sandtown-Winchester/Harlem Park
"4100 ETHLAND AVE, BALTIMORE, MD, 21207",5/8/13,2013,Howard Park/West Arlington
"2500 EUTAW PL, BALTIMORE, MD, 21217",5/8/13,2013,Penn North/Reservoir Hill
"2400 CHELSEA TERR, MD, 21216",5/11/13,2013,Forest Park/Walbrook
"500 S DECKER AVE, BALTIMORE, MD, 21224",5/13/13,2013,Patterson Park North & East
"600 CHERRYCREST ROAD, MD, 21225",5/17/13,2013,Cherry Hill
"3100 CLIFTMONT AVE, MD, 21213",5/20/13,2013,Belair-Edison
"1600 CLIFTVIEW AVE, BALTIMORE, MD, 21213",5/22/13,2013,Clifton-Berea
"2800 ASHLAND AVE, BALTIMORE, MD, 21205",5/23/13,2013,Madison/East End
"x=-76.667146, y=39.274042",5/24/13,2013,Morrell Park/Violetville
"1200 CHERRY HILL ROAD, MD, 21225",5/24/13,2013,Cherry Hill
"4500 MARBLE HALL ROAD, BALTIMORE, MD, 21239",5/25/13,2013,Northwood
"300 BIRKWOOD PL, BALTIMORE, MD, 21218",5/28/13,2013,Greater Charles Village/Barclay
"3600 SAINT MARGARET ST, BALTIMORE, MD, 21225",5/30/13,2013,Brooklyn/Curtis Bay/Hawkins Point
"1500 CHARLOTTE AVE, MD, 21224",5/30/13,2013,Southeastern
"2800 DUKELAND ST, MD, 21216",5/31/13,2013,Greater Mondawmin
"5500 YORK ROAD, BALTIMORE, MD, 21212",6/1/13,2013,North Baltimore/Guilford/Homeland
"1 20TH ST, MD, 21218",6/3/13,2013,Greater Charles Village/Barclay
"2700 ROUND ROAD, MD, 21225",6/4/13,2013,Cherry Hill
"2100 PARK AVE, BALTIMORE, MD, 21217",6/4/13,2013,Penn North/Reservoir Hill
"3700 GLENMORE AVE, MD, 21206",6/5/13,2013,Hamilton
"3000 HOMEWOOD AVE, BALTIMORE, MD, 21218",6/6/13,2013,The Waverlies
"3300 MANNASOTA AVE, MD, 21213",6/9/13,2013,Belair-Edison
"1600 E LANVALE ST, BALTIMORE, MD, 21213",6/11/13,2013,Greenmount East
"1600 MOUNTMOR CT, BALTIMORE, MD, 21217",6/11/13,2013,Sandtown-Winchester/Harlem Park
"2300 RIGGS AVE, BALTIMORE, MD, 21216",6/14/13,2013,Greater Rosemont
"1 N ROSEDALE ST, BALTIMORE, MD, 21229",6/15/13,2013,Allendale/Irvington/S. Hilton
"2600 GROGAN AVE, BALTIMORE, MD, 21213",6/17/13,2013,Clifton-Berea
"1600 MOUNTMOR CT, BALTIMORE, MD, 21217",6/20/13,2013,Sandtown-Winchester/Harlem Park
"900 DUCATEL ST, MD, 21217",6/21/13,2013,Penn North/Reservoir Hill
"700 N KENWOOD AVE, BALTIMORE, MD, 21205",6/22/13,2013,Madison/East End
"5200 CUTHBERT AVE, BALTIMORE, MD, 21215",6/22/13,2013,Pimlico/Arlington/Hilltop
"1400 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",6/22/13,2013,Upton/Druid Heights
"1400 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",6/22/13,2013,Upton/Druid Heights
"900 BENNETT PL, BALTIMORE, MD, 21223",6/23/13,2013,Sandtown-Winchester/Harlem Park
"5200 SAINT CHARLES AVE, BALTIMORE, MD, 21215",6/23/13,2013,Pimlico/Arlington/Hilltop
"800 WHITMORE AVE, BALTIMORE, MD, 21216",6/25/13,2013,Greater Rosemont
"2900 GWYNNS FALLS PKWY, MD, 21216",6/25/13,2013,Greater Mondawmin
"3300 ELMORA AVE, BALTIMORE, MD, 21213",6/27/13,2013,Belair-Edison
"2900 W NORTH AVE, BALTIMORE, MD, 21216",6/27/13,2013,Greater Rosemont
"2900 W NORTH AVE, BALTIMORE, MD, 21216",6/27/13,2013,Greater Rosemont
"900 BENNETT PL, BALTIMORE, MD, 21223",6/28/13,2013,Sandtown-Winchester/Harlem Park
"200 S HAVEN ST, BALTIMORE, MD, 21224",6/29/13,2013,Highlandtown
"4200 PIMLICO ROAD, BALTIMORE, MD, 21215",7/2/13,2013,Southern Park Heights
"700 E PRESTON ST, BALTIMORE, MD, 21202",7/5/13,2013,Greenmount East
"700 E PRESTON ST, BALTIMORE, MD, 21202",7/5/13,2013,Greenmount East
"1000 PENNSYLVANIA AVE, MD, 21201",7/5/13,2013,Upton/Druid Heights
"1800 E LANVALE ST, BALTIMORE, MD, 21213",7/9/13,2013,Greenmount East
"13 N FULTON AVE, BALTIMORE, MD, 21223",7/10/13,2013,Southwest Baltimore
"13 N FULTON AVE, BALTIMORE, MD, 21223",7/10/13,2013,Southwest Baltimore
"100 N KENWOOD AVE, BALTIMORE, MD, 21224",7/11/13,2013,Patterson Park North & East
"4500 GOUGH ST, BALTIMORE, MD, 21224",7/13/13,2013,Orangeville/East Highlandtown
"200 DIENER PL, MD, 21229",7/15/13,2013,Allendale/Irvington/S. Hilton
"1600 PRESSTMAN ST, BALTIMORE, MD, 21217",7/16/13,2013,Sandtown-Winchester/Harlem Park
"3100 LIBERTY HEIGHTS AVE, BALTIMORE, MD, 21215",7/19/13,2013,Dorchester/Ashburton
"800 PARK AVE, MD, 21201",7/22/13,2013,Midtown
"800 PARK AVE, MD, 21201",7/22/13,2013,Midtown
"2500 E PRESTON ST, BALTIMORE, MD, 21213",7/22/13,2013,Clifton-Berea
"1700 N BOND ST, BALTIMORE, MD, 21213",7/22/13,2013,Greenmount East
"2700 JEFFERSON ST, BALTIMORE, MD, 21205",7/26/13,2013,Madison/East End
"2000 JUBILEE CT, MD, 21214",7/26/13,2013,Harford/Echodale
"1 CALVERT ST, MD, 21202",7/26/13,2013,Downtown/Seton Hill
"3300 ELMORA AVE, BALTIMORE, MD, 21213",7/30/13,2013,Belair-Edison
"3000 SINCLAIR LANE, MD, 21213",7/30/13,2013,Belair-Edison
"1900 N FOREST PARK AVE, BALTIMORE, MD, 21207",7/31/13,2013,Dickeyville/Franklintown
