geocoded_address,event_date,year,CSA2010
"300 S FULTON AVE, BALTIMORE, MD, 21223",10/6/08,2008,Southwest Baltimore
"1900 E LANVALE ST, BALTIMORE, MD, 21213",10/8/08,2008,Greenmount East
"4300 DAVIS AVE, MD, 21229",10/12/08,2008,Allendale/Irvington/S. Hilton
"1300 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",10/12/08,2008,Upton/Druid Heights
"1300 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",10/12/08,2008,Upton/Druid Heights
"1900 ROSEDALE ST, MD, 21216",10/14/08,2008,Greater Rosemont
"200 S SMALLWOOD ST, BALTIMORE, MD, 21223",10/19/08,2008,Southwest Baltimore
"500 W PRESTON ST, BALTIMORE, MD, 21201",10/20/08,2008,Upton/Druid Heights
"600 N CLINTON ST, BALTIMORE, MD, 21205",10/21/08,2008,Patterson Park North & East
"3500 PELHAM AVE, BALTIMORE, MD, 21213",10/22/08,2008,Belair-Edison
"1400 EXETER HALL AVE, BALTIMORE, MD, 21218",10/22/08,2008,The Waverlies
"2700 OSWEGO AVE, BALTIMORE, MD, 21215",10/23/08,2008,Southern Park Heights
"2401 LOYOLA SOUTHWAY, MD, 21215",10/25/08,2008,Southern Park Heights
"1800 N REGESTER ST, BALTIMORE, MD, 21213",10/25/08,2008,Greenmount East
"600 MCKEWIN AVE, BALTIMORE, MD, 21218",10/29/08,2008,The Waverlies
"2200 ECHODALE AVE, BALTIMORE, MD, 21214",10/31/08,2008,Harford/Echodale
"1500 MCKEAN AVE, MD, 21217",11/1/08,2008,Sandtown-Winchester/Harlem Park
"2000 E HOFFMAN ST, BALTIMORE, MD, 21213",11/2/08,2008,Greenmount East
"200 CARROLLTON AVE, MD, 21223",11/3/08,2008,Poppleton/The Terraces/Hollins Market
"2300 BARCLAY ST, BALTIMORE, MD, 21218",11/5/08,2008,Greater Charles Village/Barclay
"600 SEWELL ST, MD, 21217",11/7/08,2008,Upton/Druid Heights
"1 CUSTOM HOUSE AVE, MD, 21202",11/7/08,2008,Downtown/Seton Hill
"2200 LINDEN AVE, BALTIMORE, MD, 21217",11/11/08,2008,Penn North/Reservoir Hill
"2000 ROBB ST, BALTIMORE, MD, 21218",11/12/08,2008,Midway/Coldstream
"3107 WOODHOME AVE, BALTIMORE, MD, 21234",11/15/08,2008,Harford/Echodale
"4800 PALMER AVE, BALTIMORE, MD, 21215",11/16/08,2008,Pimlico/Arlington/Hilltop
"500 S SMALLWOOD ST, BALTIMORE, MD, 21223",11/17/08,2008,Southwest Baltimore
"400 MAUDE AVE, BALTIMORE, MD, 21225",11/18/08,2008,Brooklyn/Curtis Bay/Hawkins Point
"2000 DUKELAND ST, MD, 21216",11/18/08,2008,Greater Rosemont
"1100 ABBOTT CT, BALTIMORE, MD, 21201",11/18/08,2008,Oldtown/Middle East
"3100 MARY AVE, MD, 21214",11/20/08,2008,Hamilton
"1400 E NORTH AVE, BALTIMORE, MD, 21213",11/20/08,2008,Clifton-Berea
"2800 DUKELAND ST, MD, 21216",11/21/08,2008,Greater Mondawmin
"6600 EBERLE DR, MD, 21215",11/22/08,2008,Glen-Fallstaff
"2200 TUCKER LANE, MD, 21207",11/22/08,2008,Dickeyville/Franklintown
"1300 W NORTH AVE, BALTIMORE, MD, 21217",11/22/08,2008,Penn North/Reservoir Hill
"1000 LEADENHALL ST, BALTIMORE, MD, 21230",11/22/08,2008,Inner Harbor/Federal Hill
"2900 LIMOND PL, MD, 21218",11/25/08,2008,The Waverlies
"2800 SAINT LO DR, MD, 21213",11/26/08,2008,Belair-Edison
"1000 WOODSON ROAD, BALTIMORE, MD, 21212",11/26/08,2008,Chinquapin Park/Belvedere
"4000 PARKSIDE DR, MD, 21206",11/30/08,2008,Lauraville
"4000 OAKFORD AVE, BALTIMORE, MD, 21215",11/30/08,2008,Dorchester/Ashburton
"4000 OAKFORD AVE, BALTIMORE, MD, 21215",11/30/08,2008,Dorchester/Ashburton
"4000 OAKFORD AVE, BALTIMORE, MD, 21215",11/30/08,2008,Dorchester/Ashburton
"200 S CLINTON ST, BALTIMORE, MD, 21224",12/1/08,2008,Patterson Park North & East
"1800 N WASHINGTON ST, BALTIMORE, MD, 21213",12/1/08,2008,Greenmount East
"2700 HILLDALE AVE, BALTIMORE, MD, 21215",12/2/08,2008,Southern Park Heights
"2500 GARRETT AVE, MD, 21218",12/5/08,2008,Midway/Coldstream
"700 N HOWARD ST, BALTIMORE, MD, 21201",12/6/08,2008,Downtown/Seton Hill
"5000 DENMORE AVE, BALTIMORE, MD, 21215",12/7/08,2008,Pimlico/Arlington/Hilltop
"1100 MYRTLE AVE, MD, 21201",12/7/08,2008,Upton/Druid Heights
"3000 PULASKI HWY, MD, 21224",12/10/08,2008,Patterson Park North & East
"1000 JACK PL, MD, 21225",12/11/08,2008,Brooklyn/Curtis Bay/Hawkins Point
"5400 FAIRLAWN AVE, BALTIMORE, MD, 21215",12/15/08,2008,Glen-Fallstaff
"2600 E CHASE ST, BALTIMORE, MD, 21213",12/15/08,2008,Clifton-Berea
"5100 PALMER AVE, BALTIMORE, MD, 21215",12/16/08,2008,Pimlico/Arlington/Hilltop
"1400 HOMESTEAD ST, BALTIMORE, MD, 21218",12/19/08,2008,The Waverlies
"900 BENNETT PL, BALTIMORE, MD, 21223",12/23/08,2008,Sandtown-Winchester/Harlem Park
"800 S BOULDIN ST, BALTIMORE, MD, 21224",12/23/08,2008,Highlandtown
"1700 E LANVALE ST, BALTIMORE, MD, 21213",12/23/08,2008,Greenmount East
"1919 N BROADWAY, BALTIMORE, MD, 21213",12/27/08,2008,Clifton-Berea
"2700 EDMONDSON AVE, BALTIMORE, MD, 21223",12/28/08,2008,Greater Rosemont
"800 CHAUNCEY AVE, BALTIMORE, MD, 21217",12/29/08,2008,Penn North/Reservoir Hill
"4400 FRANKLINTOWN ROAD, MD, 21229",12/30/08,2008,Edmondson Village
"700 S LUZERNE AVE, BALTIMORE, MD, 21224",1/1/09,2009,Canton
"1100 ORLEANS ST, BALTIMORE, MD, 21202",1/2/09,2009,Oldtown/Middle East
"1100 ORLEANS ST, BALTIMORE, MD, 21202",1/2/09,2009,Oldtown/Middle East
"5101 ARDMORE WAY, BALTIMORE, MD, 21206",1/4/09,2009,Lauraville
"5600 LOCH RAVEN BLVD, BALTIMORE, MD, 21239",1/4/09,2009,Loch Raven
"5600 LOCH RAVEN BLVD, BALTIMORE, MD, 21239",1/4/09,2009,Loch Raven
"800 WEBB CT, BALTIMORE, MD, 21201",1/5/09,2009,Oldtown/Middle East
"800 N KENWOOD AVE, BALTIMORE, MD, 21205",1/5/09,2009,Madison/East End
"3600 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",1/5/09,2009,Southern Park Heights
"2800 CLEARVIEW AVE, BALTIMORE, MD, 21234",1/6/09,2009,Harford/Echodale
"1500 EAGER ST, MD, 21205",1/7/09,2009,Oldtown/Middle East
"5000 DICKEY HILL ROAD, BALTIMORE, MD, 21207",1/9/09,2009,Dickeyville/Franklintown
"3600 E LOMBARD ST, BALTIMORE, MD, 21224",1/9/09,2009,Highlandtown
"5400 JAMESTOWNE CT, MD, 21229",1/15/09,2009,Beechfield/Ten Hills/West Hills
"1200 BAYARD ST, BALTIMORE, MD, 21230",1/17/09,2009,Washington Village/Pigtown
"4400 PALL MALL ROAD, MD, 21215",1/25/09,2009,Southern Park Heights
"200 BOND ST, MD, 21231",1/26/09,2009,Oldtown/Middle East
"3000 WINDSOR AVE, BALTIMORE, MD, 21216",1/27/09,2009,Greater Mondawmin
"4900 ABERDEEN AVE, BALTIMORE, MD, 21206",1/28/09,2009,Cedonia/Frankford
"900 POPLAR GROVE ST, BALTIMORE, MD, 21216",1/29/09,2009,Greater Rosemont
"2101 EDMONDSON AVE, BALTIMORE, MD, 21223",1/30/09,2009,Greater Rosemont
"200 DICKMAN ST, MD, 21230",2/1/09,2009,South Baltimore
"4700 N FRANKLINTOWN ROAD, BALTIMORE, MD, 21207",2/4/09,2009,Edmondson Village
"1700 N WASHINGTON ST, BALTIMORE, MD, 21213",2/4/09,2009,Greenmount East
"1600 GORSUCH AVE, BALTIMORE, MD, 21218",2/4/09,2009,Midway/Coldstream
"200 PATAPSCO AVE, MD, 21225",2/9/09,2009,Brooklyn/Curtis Bay/Hawkins Point
"2100 PRESBURY ST, BALTIMORE, MD, 21217",2/10/09,2009,Greater Rosemont
"1700 E 32ND ST, BALTIMORE, MD, 21218",2/11/09,2009,Midway/Coldstream
"6100 GLENOAK AVE, BALTIMORE, MD, 21214",2/12/09,2009,Hamilton
"4500 ERDMAN AVE, BALTIMORE, MD, 21213",2/14/09,2009,Claremont/Armistead
"5600 SAGRA ROAD, BALTIMORE, MD, 21239",2/17/09,2009,Loch Raven
"3900 S HANOVER ST, BALTIMORE, MD, 21225",2/17/09,2009,Brooklyn/Curtis Bay/Hawkins Point
"2500 W BALTIMORE ST, BALTIMORE, MD, 21223",2/21/09,2009,Southwest Baltimore
"3500 EASTERN AVE, BALTIMORE, MD, 21224",2/22/09,2009,Highlandtown
"2500 LOYOLA NORTHWAY, BALTIMORE, MD, 21215",2/22/09,2009,Southern Park Heights
"700 N ARLINGTON AVE, BALTIMORE, MD, 21217",2/26/09,2009,Sandtown-Winchester/Harlem Park
"1500 CLIPPER ROAD, MD, 21211",3/1/09,2009,Medfield/Hampden/Woodberry/Remington
"300 E NORTH AVE, BALTIMORE, MD, 21202",3/5/09,2009,Greater Charles Village/Barclay
"100 S EATON ST, BALTIMORE, MD, 21224",3/6/09,2009,Highlandtown
"800 LINDEN AVE, BALTIMORE, MD, 21201",3/7/09,2009,Downtown/Seton Hill
"3400 E BALTIMORE ST, BALTIMORE, MD, 21224",3/8/09,2009,Orangeville/East Highlandtown
"400 NORMANDY AVE, BALTIMORE, MD, 21229",3/13/09,2009,Allendale/Irvington/S. Hilton
"1900 N PULASKI ST, BALTIMORE, MD, 21217",3/14/09,2009,Greater Mondawmin
"6500 CLEVELAND AVE, MD, 21222",3/17/09,2009,Southeastern
"2900 GREENMOUNT AVE, BALTIMORE, MD, 21218",3/17/09,2009,Greater Charles Village/Barclay
"2900 GREENMOUNT AVE, BALTIMORE, MD, 21218",3/17/09,2009,Greater Charles Village/Barclay
"2600 MAISEL ST, BALTIMORE, MD, 21230",3/21/09,2009,Westport/Mount Winans/Lakeland
"600 W PATAPSCO AVE, BALTIMORE, MD, 21225",3/22/09,2009,Westport/Mount Winans/Lakeland
"500 S ELLWOOD AVE, BALTIMORE, MD, 21224",3/23/09,2009,Patterson Park North & East
"700 W NORTH AVE, BALTIMORE, MD, 21217",3/26/09,2009,Penn North/Reservoir Hill
"5800 EDGEPARK ROAD, BALTIMORE, MD, 21239",3/26/09,2009,Loch Raven
"1700 MCCULLOH ST, BALTIMORE, MD, 21217",3/29/09,2009,Upton/Druid Heights
"1500 W FAYETTE ST, BALTIMORE, MD, 21223",3/31/09,2009,Southwest Baltimore
"3800 LYNDALE AVE, BALTIMORE, MD, 21213",4/1/09,2009,Belair-Edison
"2900 ALLENDALE ROAD, BALTIMORE, MD, 21216",4/1/09,2009,Forest Park/Walbrook
"1200 BONAPARTE AVE, BALTIMORE, MD, 21218",4/2/09,2009,Midway/Coldstream
"400 WATTY CT, MD, 21201",4/3/09,2009,Upton/Druid Heights
"4200 WELBOURNE ROAD, MD, 21218",4/4/09,2009,Northwood
"4700 HOMESDALE AVE, BALTIMORE, MD, 21206",4/5/09,2009,Cedonia/Frankford
"1600 GOUGH ST, MD, 21231",4/5/09,2009,Harbor East/Little Italy
"1900 WILKENS AVE, BALTIMORE, MD, 21223",4/8/09,2009,Southwest Baltimore
"2800 WINWOOD CT, BALTIMORE, MD, 21225",4/11/09,2009,Cherry Hill
"2100 CHRISTIAN ST, MD, 21223",4/13/09,2009,Southwest Baltimore
"40 GORMAN AVE, BALTIMORE, MD, 21223",4/15/09,2009,Southwest Baltimore
"1800 AIKEN ST, BALTIMORE, MD, 21213",4/15/09,2009,Greenmount East
"2100 N WOLFE ST, BALTIMORE, MD, 21213",4/18/09,2009,Clifton-Berea
"1 N CLINTON ST, BALTIMORE, MD, 21224",4/18/09,2009,Patterson Park North & East
"700 YALE AVE, BALTIMORE, MD, 21229",4/21/09,2009,Allendale/Irvington/S. Hilton
"5100 HILLBURN AVE, BALTIMORE, MD, 21206",4/21/09,2009,Lauraville
"3100 WINDSOR AVE, BALTIMORE, MD, 21216",4/21/09,2009,Greater Mondawmin
"1600 E EAGER ST, BALTIMORE, MD, 21205",4/23/09,2009,Oldtown/Middle East
"3200 NORMOUNT AVE, BALTIMORE, MD, 21216",4/25/09,2009,Greater Rosemont
"2800 ERDMAN AVE, BALTIMORE, MD, 21213",4/25/09,2009,Belair-Edison
"2200 CHRISTIAN ST, BALTIMORE, MD, 21223",4/27/09,2009,Southwest Baltimore
"800 N MILTON AVE, BALTIMORE, MD, 21205",5/2/09,2009,Madison/East End
"3300 FREDERICK AVE, BALTIMORE, MD, 21229",5/3/09,2009,Allendale/Irvington/S. Hilton
"600 PARKWYRTH AVE, BALTIMORE, MD, 21218",5/5/09,2009,Greater Govans
"3100 MONTEBELLO TER, BALTIMORE, MD, 21214",5/8/09,2009,Lauraville
"2300 N ROSEDALE ST, BALTIMORE, MD, 21216",5/8/09,2009,Greater Mondawmin
"2000 KENNEDY AVE, BALTIMORE, MD, 21218",5/9/09,2009,Midway/Coldstream
"7000 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",5/17/09,2009,Glen-Fallstaff
"2700 SAINT LO DR, MD, 21213",5/21/09,2009,Clifton-Berea
"300 N CARROLLTON AVE, BALTIMORE, MD, 21223",5/23/09,2009,Poppleton/The Terraces/Hollins Market
"2100 SAINT LO DR, MD, 21213",5/24/09,2009,Belair-Edison
"1800 E 28TH ST, BALTIMORE, MD, 21218",5/24/09,2009,Midway/Coldstream
"3300 NOBLE ST, BALTIMORE, MD, 21224",5/25/09,2009,Patterson Park North & East
"3100 CLIFTMONT AVE, MD, 21213",5/25/09,2009,Belair-Edison
"200 COLLINGTON AVE, MD, 21231",5/27/09,2009,Patterson Park North & East
"1100 W NORTH AVE, BALTIMORE, MD, 21217",5/27/09,2009,Penn North/Reservoir Hill
"15 S EUTAW ST, BALTIMORE, MD, 21201",5/28/09,2009,Downtown/Seton Hill
"600 N PORT ST, BALTIMORE, MD, 21205",5/30/09,2009,Madison/East End
"2800 AILSA AVE, BALTIMORE, MD, 21214",5/30/09,2009,Lauraville
"4300 YORK ROAD, BALTIMORE, MD, 21212",5/31/09,2009,North Baltimore/Guilford/Homeland
"x=-76.616908, y=39.236807",6/1/09,2009,Brooklyn/Curtis Bay/Hawkins Point
"1400 ANGLESEA ST, BALTIMORE, MD, 21224",6/3/09,2009,Southeastern
"900 BROOKS LANE, MD, 21217",6/7/09,2009,Penn North/Reservoir Hill
"2500 E FEDERAL ST, BALTIMORE, MD, 21213",6/8/09,2009,Clifton-Berea
"4000 BIDDISON LANE, MD, 21206",6/10/09,2009,Lauraville
"4000 BIDDISON LANE, MD, 21206",6/10/09,2009,Lauraville
"1700 N PAYSON ST, BALTIMORE, MD, 21217",6/10/09,2009,Sandtown-Winchester/Harlem Park
"1900 BRADDISH AVE, BALTIMORE, MD, 21216",6/16/09,2009,Greater Rosemont
"600 TUNBRIDGE ROAD, BALTIMORE, MD, 21212",6/18/09,2009,Chinquapin Park/Belvedere
"2701 E FAYETTE ST, BALTIMORE, MD, 21224",6/19/09,2009,Patterson Park North & East
"2300 E OLIVER ST, BALTIMORE, MD, 21213",6/20/09,2009,Clifton-Berea
"1800 N CHAPEL ST, BALTIMORE, MD, 21213",6/21/09,2009,Greenmount East
"2200 TUCKER LANE, MD, 21207",6/23/09,2009,Dickeyville/Franklintown
"300 S MASON CT, BALTIMORE, MD, 21231",6/24/09,2009,Harbor East/Little Italy
"1800 SAINT PAUL ST, BALTIMORE, MD, 21202",6/24/09,2009,Midtown
"3000 BAKER ST, BALTIMORE, MD, 21216",6/27/09,2009,Greater Rosemont
"3000 BAKER ST, BALTIMORE, MD, 21216",6/27/09,2009,Greater Rosemont
"3400 FAIRVIEW AVE, BALTIMORE, MD, 21216",6/29/09,2009,Forest Park/Walbrook
"2100 BRIGHTON ST, BALTIMORE, MD, 21217",6/29/09,2009,Greater Rosemont
"511 WHEELER AVE, MD, 21223",6/30/09,2009,Greater Rosemont
"1600 E EAGER ST, BALTIMORE, MD, 21205",6/30/09,2009,Oldtown/Middle East
"2100 E FAIRMOUNT AVE, BALTIMORE, MD, 21231",7/3/09,2009,Patterson Park North & East
"3900 FAIRFAX ROAD, BALTIMORE, MD, 21216",7/8/09,2009,Forest Park/Walbrook
"1700 DIVISION ST, BALTIMORE, MD, 21217",7/8/09,2009,Upton/Druid Heights
"2900 MCELDERRY ST, BALTIMORE, MD, 21205",7/9/09,2009,Madison/East End
"6200 FALKIRK ROAD, BALTIMORE, MD, 21239",7/13/09,2009,Loch Raven
"4000 OLD YORK ROAD, BALTIMORE, MD, 21218",7/13/09,2009,Greater Govans
"2900 THE ALAMEDA, BALTIMORE, MD, 21218",7/13/09,2009,Midway/Coldstream
"500 REGESTER ST, MD, 21231",7/14/09,2009,Fells Point
"3400 LAKE MONTEBELLO DR, MD, 21218",7/15/09,2009,Northwood
"700 N KENWOOD AVE, BALTIMORE, MD, 21205",7/19/09,2009,Madison/East End
"3600 WOODLAND AVE, BALTIMORE, MD, 21215",7/23/09,2009,Southern Park Heights
"5100 FOSTER AVE, MD, 21224",7/25/09,2009,Orangeville/East Highlandtown
"4217 ERDMAN AVE, BALTIMORE, MD, 21213",7/25/09,2009,Claremont/Armistead
"200 N CONKLING ST, BALTIMORE, MD, 21224",7/26/09,2009,Orangeville/East Highlandtown
"200 N CONKLING ST, BALTIMORE, MD, 21224",7/26/09,2009,Orangeville/East Highlandtown
"500 E LYNNE AVE, BALTIMORE, MD, 21223",7/31/09,2009,Southwest Baltimore
"300 PACA ST, MD, 21201",8/1/09,2009,Downtown/Seton Hill
"1900 W LAFAYETTE AVE, BALTIMORE, MD, 21217",8/1/09,2009,Sandtown-Winchester/Harlem Park
"800 ALLENDALE ST, BALTIMORE, MD, 21229",8/2/09,2009,Edmondson Village
"2800 S EDGECOMBE CIR, BALTIMORE, MD, 21215",8/2/09,2009,Southern Park Heights
"2100 EDMONDSON AVE, BALTIMORE, MD, 21223",8/2/09,2009,Greater Rosemont
"600 CHERRY HILL ROAD, BALTIMORE, MD, 21225",8/9/09,2009,Cherry Hill
"200 S HERRING CT, BALTIMORE, MD, 21231",8/10/09,2009,Harbor East/Little Italy
"1400 N LAKEWOOD AVE, BALTIMORE, MD, 21213",8/11/09,2009,Clifton-Berea
"4400 BELLE AVE, BALTIMORE, MD, 21207",8/20/09,2009,Howard Park/West Arlington
"125 S HIGHLAND AVE, BALTIMORE, MD, 21224",8/20/09,2009,Highlandtown
"2199 JEFFERSON ST, MD, 21205",8/21/09,2009,Patterson Park North & East
"600 YALE AVE, BALTIMORE, MD, 21229",8/21/09,2009,Allendale/Irvington/S. Hilton
"x=-76.682552, y=39.327409",8/25/09,2009,Dorchester/Ashburton
"3200 LYNDALE AVE, BALTIMORE, MD, 21213",8/26/09,2009,Belair-Edison
"600 PRESSTMAN ST, MD, 21217",8/27/09,2009,Upton/Druid Heights
"1400 KENHILL AVE, MD, 21213",8/27/09,2009,Clifton-Berea
"1600 HAZEL ST, BALTIMORE, MD, 21226",8/28/09,2009,Brooklyn/Curtis Bay/Hawkins Point
"3000 PRESSTMAN ST, BALTIMORE, MD, 21216",9/1/09,2009,Greater Rosemont
"1900 N FULTON AVE, BALTIMORE, MD, 21217",9/1/09,2009,Greater Mondawmin
"x=-76.588457, y=39.225285",9/4/09,2009,Brooklyn/Curtis Bay/Hawkins Point
"4400 PIMLICO ROAD, MD, 21215",9/4/09,2009,Southern Park Heights
"1600 PRESSTMAN ST, BALTIMORE, MD, 21217",9/4/09,2009,Sandtown-Winchester/Harlem Park
"2700 ASHLAND AVE, BALTIMORE, MD, 21205",9/8/09,2009,Madison/East End
"500 N CAREY ST, BALTIMORE, MD, 21223",9/9/09,2009,Sandtown-Winchester/Harlem Park
"500 RADNOR AVE, MD, 21212",9/10/09,2009,Greater Govans
"x=-76.567053, y=39.368521",9/11/09,2009,Harford/Echodale
"3200 BELAIR ROAD, MD, 21213",9/11/09,2009,Belair-Edison
"2700 COLD SPRING LANE, MD, 21215",9/13/09,2009,Southern Park Heights
"2000 MCCULLOH ST, BALTIMORE, MD, 21217",9/13/09,2009,Upton/Druid Heights
"100 W CROSS ST, BALTIMORE, MD, 21230",9/13/09,2009,Inner Harbor/Federal Hill
"500 PRESSTMAN ST, MD, 21217",9/14/09,2009,Upton/Druid Heights
"3400 CLIFTMONT AVE, BALTIMORE, MD, 21213",9/16/09,2009,Belair-Edison
"1602 CYPRESS ST, BALTIMORE, MD, 21226",9/18/09,2009,Brooklyn/Curtis Bay/Hawkins Point
"600 ASHBURTON ST, BALTIMORE, MD, 21216",9/18/09,2009,Greater Rosemont
"2400 MAISEL CT, MD, 21230",9/20/09,2009,Westport/Mount Winans/Lakeland
"2100 SINCLAIR LANE, MD, 21213",9/25/09,2009,Clifton-Berea
"3901 W FOREST PARK AVE, BALTIMORE, MD, 21207",9/26/09,2009,Forest Park/Walbrook
"1800 DOVER ST, BALTIMORE, MD, 21223",9/26/09,2009,Southwest Baltimore
"1400 POPLAR GROVE ST, BALTIMORE, MD, 21216",9/29/09,2009,Greater Rosemont
"800 N PAYSON ST, BALTIMORE, MD, 21217",10/2/09,2009,Sandtown-Winchester/Harlem Park
"537 BENNINGHAUS ROAD, BALTIMORE, MD, 21212",10/2/09,2009,Chinquapin Park/Belvedere
"4000 MASSACHUSETTS AVE, BALTIMORE, MD, 21229",10/3/09,2009,Allendale/Irvington/S. Hilton
"2600 MATHEWS ST, BALTIMORE, MD, 21218",10/7/09,2009,The Waverlies
"700 N KENWOOD AVE, BALTIMORE, MD, 21205",10/10/09,2009,Madison/East End
"1900 OAK HILL AVE, BALTIMORE, MD, 21218",10/10/09,2009,Midway/Coldstream
"3700 SPRINGDALE AVE, BALTIMORE, MD, 21216",10/11/09,2009,Forest Park/Walbrook
"3200 LEXINGTON ST, MD, 21229",10/13/09,2009,Allendale/Irvington/S. Hilton
"2328 BAKER ST, MD, 21216",10/14/09,2009,Greater Rosemont
"3900 ELMORA AVE, BALTIMORE, MD, 21213",10/14/09,2009,Belair-Edison
"2000 DENISON ST, MD, 21216",10/15/09,2009,Greater Rosemont
"1200 HOLLINS ST, MD, 21223",10/18/09,2009,Poppleton/The Terraces/Hollins Market
"1000 LAKEWOOD AVE, MD, 21224",10/19/09,2009,Canton
"100 CENTRAL AVE, MD, 21202",10/20/09,2009,Oldtown/Middle East
"1500 MONTPELIER ST, MD, 21218",10/25/09,2009,Midway/Coldstream
"800 WASHBURN AVE, MD, 21225",10/29/09,2009,Brooklyn/Curtis Bay/Hawkins Point
"2000 N WOLFE ST, BALTIMORE, MD, 21213",10/29/09,2009,Clifton-Berea
"1500 EDMONDSON AVE, BALTIMORE, MD, 21228",10/30/09,2009,Sandtown-Winchester/Harlem Park
"2400 PICKERING DR, MD, 21234",11/3/09,2009,Harford/Echodale
"1300 FAYETTE ST, MD, 21223",11/3/09,2009,Southwest Baltimore
"100 N PAYSON ST, BALTIMORE, MD, 21223",11/7/09,2009,Southwest Baltimore
"100 28TH ST, MD, 21218",11/8/09,2009,Greater Charles Village/Barclay
"3000 TOWANDA AVE, BALTIMORE, MD, 21215",11/9/09,2009,Greater Mondawmin
"2400 LLEWELYN AVE, BALTIMORE, MD, 21213",11/10/09,2009,Clifton-Berea
"3600 GELSTON DR, MD, 21229",11/12/09,2009,Edmondson Village
"2000 W LANVALE ST, BALTIMORE, MD, 21217",11/12/09,2009,Sandtown-Winchester/Harlem Park
"5100 ARBUTUS AVE, BALTIMORE, MD, 21215",11/13/09,2009,Pimlico/Arlington/Hilltop
"800 LEMMON ST, BALTIMORE, MD, 21201",11/14/09,2009,Poppleton/The Terraces/Hollins Market
"1200 W NORTH AVE, BALTIMORE, MD, 21217",11/14/09,2009,Penn North/Reservoir Hill
"2900 GARRISON BLVD, BALTIMORE, MD, 21216",11/15/09,2009,Forest Park/Walbrook
"1900 E LANVALE ST, BALTIMORE, MD, 21213",11/15/09,2009,Greenmount East
"600 E EAGER ST, BALTIMORE, MD, 21202",11/17/09,2009,Greenmount East
"2140 N FULTON AVE, BALTIMORE, MD, 21217",11/19/09,2009,Greater Mondawmin
"3100 MCELDERRY ST, BALTIMORE, MD, 21205",11/20/09,2009,Madison/East End
"1200 N CURLEY ST, BALTIMORE, MD, 21213",11/22/09,2009,Clifton-Berea
"1400 CARSWELL ST, MD, 21218",11/24/09,2009,The Waverlies
"500 GOLD ST, MD, 21217",11/25/09,2009,Upton/Druid Heights
"2800 SPELMAN ROAD, BALTIMORE, MD, 21225",11/25/09,2009,Cherry Hill
"2400 EDMONDSON AVE, BALTIMORE, MD, 21223",11/25/09,2009,Greater Rosemont
"1200 WINCHESTER ST, MD, 21217",11/25/09,2009,Sandtown-Winchester/Harlem Park
"600 N HOWARD ST, BALTIMORE, MD, 21201",11/30/09,2009,Downtown/Seton Hill
"1100 WHITELOCK ST, BALTIMORE, MD, 21217",11/30/09,2009,Penn North/Reservoir Hill
"1000 CAREY ST, MD, 21217",11/30/09,2009,Sandtown-Winchester/Harlem Park
"100 W CROSS ST, BALTIMORE, MD, 21230",11/30/09,2009,Inner Harbor/Federal Hill
"4700 GLENARM AVE, MD, 21206",12/2/09,2009,Cedonia/Frankford
"5500 MIDWOOD AVE, BALTIMORE, MD, 21212",12/3/09,2009,Chinquapin Park/Belvedere
"2800 BOARMAN AVE, BALTIMORE, MD, 21215",12/3/09,2009,Southern Park Heights
"2200 E FAYETTE ST, BALTIMORE, MD, 21231",12/3/09,2009,Patterson Park North & East
"2700 ORLEANS ST, BALTIMORE, MD, 21224",12/5/09,2009,Patterson Park North & East
"5500 MIDWOOD AVE, BALTIMORE, MD, 21212",12/8/09,2009,Chinquapin Park/Belvedere
"1400 PRESTON ST, MD, 21213",12/8/09,2009,Greenmount East
"2300 ETTING ST, BALTIMORE, MD, 21217",12/11/09,2009,Upton/Druid Heights
"4700 LIBERTY HEIGHTS AVE, BALTIMORE, MD, 21207",12/12/09,2009,Howard Park/West Arlington
"3300 WOODSTOCK AVE, BALTIMORE, MD, 21213",12/12/09,2009,Belair-Edison
"2401 SHIRLEY AVE, BALTIMORE, MD, 21215",12/12/09,2009,Southern Park Heights
"700 BARTLETT AVE, BALTIMORE, MD, 21218",12/16/09,2009,Midway/Coldstream
"2800 KENTUCKY AVE, BALTIMORE, MD, 21213",12/19/09,2009,Belair-Edison
"1600 W NORTH AVE, BALTIMORE, MD, 21217",12/19/09,2009,Greater Mondawmin
"5000 BELLE AVE, BALTIMORE, MD, 21207",12/20/09,2009,Howard Park/West Arlington
"400 WICKHAM ROAD, BALTIMORE, MD, 21229",12/20/09,2009,Beechfield/Ten Hills/West Hills
"800 AISQUITH ST, MD, 21202",12/22/09,2009,Oldtown/Middle East
"1900 E LANVALE ST, BALTIMORE, MD, 21213",12/24/09,2009,Greenmount East
"700 LEXINGTON ST, MD, 21201",12/26/09,2009,Poppleton/The Terraces/Hollins Market
"6900 REISTERSTOWN RD, MD, 21215",12/26/09,2009,Glen-Fallstaff
"700 N LINWOOD AVE, BALTIMORE, MD, 21205",12/27/09,2009,Madison/East End
"2300 GREENMOUNT AVE, MD, 21218",12/29/09,2009,Greater Charles Village/Barclay
"3800 OAKFORD AVE, MD, 21215",12/30/09,2009,Dorchester/Ashburton
